USER_ID,GENDER,CUSTOMER_TYPE,ACTIVITY,HAVE_RETENTION,BAD_REFERENCE_COUNTER,MARITAL_STATUS,NUMBER_OF_DEPENDENTS,NUMBER_OF_CHILDREN,LEVEL_OF_STUDY,HAVE_ASSETS,AMOUNT_OF_INCOME,AMOUNT_OF_EXPENSE
1023,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1024,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1025,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1026,FEMALE,P,0117,N,1,SINGLE,1,,7,,1745.48,0.00
1027,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1028,FEMALE,P,0117,N,1,SINGLE,1,,7,,350.00,0.00
1029,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1030,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1031,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1032,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1033,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1034,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1035,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1036,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1037,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1038,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1039,FEMALE,P,0117,N,1,SINGLE,1,,7,,300.00,0.00
1040,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1041,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1042,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1043,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1044,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1045,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1047,FEMALE,P,0117,N,1,MARRIED,1,,7,,670.00,0.00
1048,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1049,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1050,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1051,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1052,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1053,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1055,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1056,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1057,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1058,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
1059,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1060,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1061,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1062,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1063,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1064,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1065,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1066,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1067,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1069,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1070,FEMALE,P,0117,N,1,MARRIED,1,,7,,3000.00,0.00
1071,FEMALE,P,0117,N,1,MARRIED,1,,7,,4000.00,0.00
1073,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1074,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
1075,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1076,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1077,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1078,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1079,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
1080,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1081,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1082,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1083,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1084,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1085,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1086,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1087,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1088,FEMALE,P,0117,N,1,MARRIED,1,,7,,950.00,0.00
1089,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1091,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1092,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1093,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1094,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1095,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1096,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1097,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1098,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1099,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1100,FEMALE,P,,S,1,SINGLE,0,,,,0.01,0.00
1101,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1102,FEMALE,P,,S,1,MARRIED,2,,,,,0.00
1103,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1104,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
1105,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1106,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1107,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1108,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1109,FEMALE,P,,S,1,MARRIED,3,,,,,0.00
1110,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1111,FEMALE,P,0117,N,1,SINGLE,1,,7,,10000.00,0.00
1112,FEMALE,P,0117,N,1,SINGLE,1,,7,,800.01,0.00
1113,FEMALE,P,0117,N,1,MARRIED,1,,7,,100.00,0.00
1114,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1115,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1116,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1117,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1118,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1119,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1120,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1121,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1122,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1123,FEMALE,P,0117,N,1,MARRIED,1,,7,,800.00,0.00
1124,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
1125,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1126,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1127,FEMALE,P,0117,N,1,SINGLE,1,,7,,2000.00,0.00
1128,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1129,FEMALE,P,0117,N,1,MARRIED,1,,7,,850.00,0.00
1130,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
1131,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
1132,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1133,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
1134,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1135,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1136,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1137,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1138,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1139,FEMALE,P,,S,1,MARRIED,3,,,,,0.00
1140,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1141,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1143,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1144,FEMALE,P,,S,1,MARRIED,3,,,,,0.00
1145,FEMALE,P,0117,N,1,SINGLE,1,,7,,370.00,0.00
1146,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1147,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1148,FEMALE,P,0117,N,1,SINGLE,1,,7,,1500.00,0.00
1150,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1151,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1152,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1153,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1154,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1155,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1156,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1157,FEMALE,P,,S,1,MARRIED,2,,,,,0.00
1158,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1159,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1160,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1161,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1162,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1163,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1164,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1165,FEMALE,P,,S,1,MARRIED,2,,,,,0.00
1166,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1167,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1168,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1169,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1170,FEMALE,P,,N,1,MARRIED,,,,,1200.00,0.00
1171,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1172,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1173,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1174,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1175,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1176,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1177,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1178,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
1179,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1180,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1181,FEMALE,P,0117,N,1,MARRIED,1,,7,,5490.00,0.00
1182,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1183,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1184,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1185,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1186,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1187,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1188,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
1189,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1190,FEMALE,P,,N,1,MARRIED,,,,,,0.00
1191,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1192,FEMALE,P,,N,1,MARRIED,,,,,,0.00
1193,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1194,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1195,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1196,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1197,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1198,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1199,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1200,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1201,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1202,FEMALE,P,0117,N,1,SINGLE,1,,7,,2300.00,0.00
1203,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1204,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1205,FEMALE,P,,S,1,SINGLE,5,,,,,0.00
1206,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1207,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1208,FEMALE,P,0117,N,1,MARRIED,1,,7,,4900.00,0.00
1209,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1210,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1211,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1212,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1214,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1215,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1216,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1217,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1218,FEMALE,P,0117,N,1,SINGLE,1,,7,,1840.00,0.00
1219,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1220,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1221,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1222,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1223,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1224,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1225,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1226,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1227,FEMALE,P,0117,N,1,SINGLE,1,,7,,1530.00,0.00
1228,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1229,FEMALE,P,0117,N,1,MARRIED,1,,7,,3000.00,0.00
1230,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1231,FEMALE,P,0117,N,1,SINGLE,1,,7,,4384.00,0.00
1232,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1233,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1234,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1235,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1236,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1237,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1238,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1239,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1240,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1241,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1242,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1243,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1244,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1245,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1246,FEMALE,P,0117,N,1,MARRIED,1,,7,,6000.00,0.00
1247,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1248,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
1249,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1250,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1251,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1252,FEMALE,P,,S,1,SINGLE,1,,,,,0.00
1253,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1254,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1255,FEMALE,P,,S,1,MARRIED,1,,,,,0.00
1256,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1257,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1258,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1259,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1260,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1261,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1262,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1263,FEMALE,P,,N,1,SINGLE,,,,,,0.00
1264,FEMALE,P,,S,1,SINGLE,,,,,,0.00
1265,FEMALE,P,0117,N,1,MARRIED,1,,7,,900.00,0.00
1266,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1267,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1268,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
1269,FEMALE,P,,S,1,SINGLE,,,,,0.01,0.00
1270,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1271,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1272,FEMALE,P,,N,1,MARRIED,0,,,,,0.00
1274,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1275,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1276,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1277,FEMALE,P,,S,1,MARRIED,3,,,,,0.00
1278,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1279,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1280,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1281,FEMALE,P,,S,1,MARRIED,0,,,,,0.00
1282,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1283,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1284,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1285,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1286,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1287,FEMALE,P,0117,N,1,MARRIED,1,,7,,60000.00,0.00
1288,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1289,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1290,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1291,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1292,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1293,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1294,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
1295,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1296,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1297,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1298,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
1299,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1300,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1301,FEMALE,P,0117,N,1,MARRIED,1,,7,,61005.00,0.00
1302,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1303,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1304,FEMALE,P,0117,N,1,MARRIED,1,,7,,18000.00,0.00
1305,FEMALE,P,,N,1,SINGLE,0,,,,,0.00
1306,FEMALE,P,0117,N,1,SINGLE,1,,7,,2500.00,0.00
1307,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1308,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1309,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1310,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1311,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1312,FEMALE,P,0117,N,1,SINGLE,1,,7,,5000.00,0.00
1313,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1314,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1315,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1316,FEMALE,P,,S,1,SINGLE,,,,,,0.00
1317,FEMALE,P,0117,N,1,MARRIED,1,,7,,800.00,0.00
1318,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1319,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1320,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1321,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1322,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1323,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1324,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1325,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1326,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1327,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1328,FEMALE,C,261,N,,SINGLE,,,,,0.00,
1329,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1330,FEMALE,P,,S,1,SINGLE,0,,,,,0.00
1331,FEMALE,P,,S,1,MARRIED,,,,,,0.00
1332,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1333,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1334,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1335,FEMALE,P,0117,N,1,MARRIED,1,,7,,310.00,0.00
1336,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1337,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1338,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1339,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1341,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1342,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1343,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1344,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1345,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1346,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1347,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1348,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1349,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1350,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1351,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1352,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1353,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1354,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1355,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1356,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1357,FEMALE,P,0117,N,1,MARRIED,1,,7,,2430.00,0.00
1358,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1359,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1360,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1361,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1362,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1363,FEMALE,P,0117,N,1,MARRIED,1,,7,,3500.00,0.00
1364,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1365,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1366,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1367,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1368,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1369,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1370,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1371,FEMALE,P,33721,1,1,SINGLE,,,1,,7000.00,0.00
1372,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1373,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1374,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
1375,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1376,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
1377,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1378,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1379,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1380,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1381,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1382,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1383,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1384,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1385,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1386,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1387,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1388,FEMALE,P,33721,N,1,SINGLE,,,1,,,0.00
1389,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1390,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1391,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1392,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1393,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1394,FEMALE,P,33721,1,1,SINGLE,,,1,,,0.00
1395,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1396,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1397,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
1398,FEMALE,P,33721,1,1,SINGLE,,,1,,0.01,0.00
1399,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1400,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1401,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
1403,FEMALE,P,0117,N,1,MARRIED,1,,7,,5500.00,0.00
1404,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
