USER_ID,GENDER,CUSTOMER_TYPE,ACTIVITY,HAVE_RETENTION,BAD_REFERENCE_COUNTER,MARITAL_STATUS,NUMBER_OF_DEPENDENTS,NUMBER_OF_CHILDREN,LEVEL_OF_STUDY,HAVE_ASSETS,AMOUNT_OF_INCOME,AMOUNT_OF_EXPENSE
4190,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4191,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4192,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
4193,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4194,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4195,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4196,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4197,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4199,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4200,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4201,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4202,FEMALE,P,0117,N,1,SINGLE,1,,7,,3000.00,0.00
4203,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4204,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4205,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4207,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4208,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4209,FEMALE,P,0117,N,1,MARRIED,1,,7,,20000.00,0.00
4211,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4212,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4213,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4214,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4215,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4216,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4217,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4218,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4220,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4221,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4222,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4223,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4225,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4226,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4227,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4228,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4229,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4231,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4232,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4233,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4234,FEMALE,P,0117,N,1,SINGLE,1,,7,,2060.00,0.00
4235,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4238,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4240,FEMALE,P,0117,N,1,MARRIED,1,,7,,800.00,0.00
4242,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4243,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4244,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4245,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4247,FEMALE,P,0117,N,1,MARRIED,1,,7,,50.00,0.00
4249,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4251,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4252,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4254,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4255,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4256,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4257,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4258,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4260,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4262,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4263,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4264,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4265,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4266,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4267,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4268,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4269,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4271,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4272,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4273,FEMALE,P,0117,N,1,SINGLE,1,,7,,1.00,0.00
4274,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4275,FEMALE,P,0117,N,1,MARRIED,1,,7,,820.00,0.00
4276,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4277,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4278,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4279,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4280,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4281,FEMALE,P,0117,N,1,MARRIED,1,,7,,1530.00,0.00
4282,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4283,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4284,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4285,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4286,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4287,FEMALE,P,0117,N,1,SINGLE,1,,7,,584.48,0.00
4288,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4289,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4290,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4292,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4293,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4294,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4295,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4296,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4297,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4298,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4299,FEMALE,P,0117,N,1,MARRIED,1,,7,,1360.00,0.00
4300,FEMALE,P,0117,N,1,SINGLE,1,,7,,1000.00,0.00
4302,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4303,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4304,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4305,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
4306,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4307,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4308,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4309,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4311,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4312,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4316,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4317,FEMALE,P,0117,N,1,SINGLE,1,,7,,2000.00,0.00
4318,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4319,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4320,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4321,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4322,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4323,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4324,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4325,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4326,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4327,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4328,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4330,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4334,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4335,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4336,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4337,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4338,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4339,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4340,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4341,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4342,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4343,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4345,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4346,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4347,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4348,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4350,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4351,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4355,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4356,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4357,FEMALE,P,0117,N,1,SINGLE,1,,7,,584.43,0.00
4359,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4360,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4361,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4362,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4363,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4364,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4365,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4366,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4369,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4370,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4372,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4374,FEMALE,P,0117,N,1,SINGLE,1,,7,,1184.00,0.00
4375,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4376,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4377,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4380,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4381,FEMALE,P,0117,N,1,SINGLE,1,,7,,500.00,0.00
4382,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4385,FEMALE,P,0117,N,1,MARRIED,1,,7,,50000.00,0.00
4387,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4388,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4389,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4391,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4392,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4393,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4394,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4395,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4397,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4398,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4399,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4400,FEMALE,P,0117,N,1,SINGLE,1,,7,,2500.00,0.00
4401,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4403,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4404,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4405,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4406,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4407,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4408,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4409,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4410,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4411,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4413,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4414,FEMALE,P,0117,N,1,SINGLE,1,,7,,5710.00,0.00
4415,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4416,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4417,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4418,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4420,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4422,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4424,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4425,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4428,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4429,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4430,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4431,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4432,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4433,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4434,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4435,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4436,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4437,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4439,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4440,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4441,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4442,FEMALE,P,0117,N,1,SINGLE,1,,7,,1290.00,0.00
4443,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4444,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4445,FEMALE,P,0117,N,1,SINGLE,1,,7,,1500.00,0.00
4446,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4447,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4448,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4449,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4450,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4451,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4452,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4453,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4455,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4457,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4458,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
4459,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4460,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4461,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
4463,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4464,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4465,FEMALE,P,0117,N,1,SINGLE,1,,7,,500.00,0.00
4466,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4468,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4470,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4471,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4472,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4473,FEMALE,P,0117,N,1,MARRIED,1,,7,,4000.00,0.00
4474,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4475,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4476,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4477,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4478,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4479,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4481,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4482,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4483,FEMALE,P,0117,N,1,MARRIED,1,,7,,940.00,0.00
4484,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
4485,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4486,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4488,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4489,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4490,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4491,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4492,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4493,FEMALE,P,0117,N,1,SINGLE,1,,7,,5000.00,0.00
4494,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4495,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4498,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4500,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
4501,FEMALE,P,0117,N,1,SINGLE,1,,7,,1200.00,0.00
4502,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4503,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4505,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4506,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4508,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4509,FEMALE,P,0117,N,1,MARRIED,1,,7,,1280.00,0.00
4510,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4511,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4512,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4514,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4515,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4516,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4517,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4519,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4521,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4523,FEMALE,P,0117,N,1,MARRIED,1,,7,,500.00,0.00
4524,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4525,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4526,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4527,FEMALE,P,0117,N,1,MARRIED,1,,7,,720.00,0.00
4528,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4530,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4531,FEMALE,P,0117,N,1,SINGLE,1,,7,,220.00,0.00
4532,FEMALE,P,0117,N,1,MARRIED,1,,7,,1500.00,0.00
4533,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4535,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4536,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4537,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4538,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4539,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4540,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4541,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4542,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4543,FEMALE,P,0117,N,1,MARRIED,1,,7,,5000.00,0.00
4544,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4545,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4547,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4548,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4549,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4550,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4551,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4553,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4554,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4556,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4557,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4558,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4559,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4560,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4561,FEMALE,P,0117,N,1,MARRIED,1,,7,,1000.00,0.00
4562,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4564,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4565,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4568,FEMALE,P,0117,N,1,SINGLE,1,,7,,600.00,0.00
4569,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4570,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4571,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4572,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4573,FEMALE,P,0117,N,1,MARRIED,1,,7,,10000.00,0.00
4575,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4576,FEMALE,P,0117,N,1,MARRIED,1,,7,,2000.00,0.00
4577,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4578,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4579,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4580,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4581,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4582,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4583,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4584,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4585,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4586,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4587,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4588,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4589,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4590,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4591,FEMALE,P,0117,N,1,SINGLE,1,,7,,361.66,0.00
4592,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4593,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4594,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4595,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4596,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4597,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4598,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4599,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4600,FEMALE,P,0117,N,1,MARRIED,1,,7,,1570.00,0.00
4601,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4602,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4603,FEMALE,P,0117,N,1,SINGLE,1,,7,,1200.00,0.00
4604,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4605,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4606,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4610,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4611,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4612,FEMALE,P,0117,N,1,MARRIED,1,,7,,650.00,0.00
4613,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4614,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4615,FEMALE,P,0117,N,1,MARRIED,1,,7,,300000.00,0.00
4616,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4618,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4620,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4621,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4622,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4624,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4625,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4626,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4627,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4628,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4629,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4631,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4632,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4633,FEMALE,P,0117,N,1,SINGLE,1,,7,,800.00,0.00
4634,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
4636,FEMALE,P,0117,N,1,SINGLE,1,,7,,0.01,0.00
4637,FEMALE,P,0117,N,1,MARRIED,1,,7,,0.01,0.00
